X,Y,Z,value
70.0,54.0,0.0,5.26450014114
61.0,233.0,0.0,46.9980010986
124.0,76.0,0.0,1357.5300293
131.0,7.0,0.0,414.320007324
44.0,135.0,0.0,28.8780021667
251.0,220.0,0.0,1.07839989662
22.0,27.0,0.0,0.992666482925
197.0,13.0,0.0,0.526666820049
109.0,234.0,0.0,493.092987061
159.0,299.0,0.0,74.7640075684
85.0,170.0,0.0,486.536010742
57.0,24.0,0.0,126.60093689
33.0,259.0,0.0,173.276000977
188.0,108.0,0.0,201.421051025
40.0,242.0,0.0,257.015075684
231.0,277.0,0.0,12.1409978867
32.0,187.0,0.0,161.282043457
51.0,74.0,0.0,54.8059959412
68.0,74.0,0.0,46.1100006104
45.0,205.0,0.0,233.486984253
117.0,171.0,0.0,0.526666820049
160.0,194.0,0.0,213.679000854
202.0,295.0,0.0,9.81699943542
211.0,6.0,0.0,157.180999756
215.0,280.0,0.0,0.626499950886
128.0,134.0,0.0,111.576980591
173.0,220.0,0.0,22.2940006256
105.0,93.0,0.0,155.796005249
133.0,189.0,0.0,0.526666820049
188.0,193.0,0.0,69.0880203247
102.0,135.0,0.0,791.206970215
103.0,15.0,0.0,244.317886353
130.0,190.0,0.0,0.526666820049
95.0,252.0,0.0,4.88849973679
85.0,217.0,0.0,0.526666820049
188.0,256.0,0.0,14.6245002747
202.0,56.0,0.0,837.126159668
116.0,290.0,0.0,5.71780014038
87.0,95.0,0.0,50.3240013123
10.0,126.0,0.0,57.6400032043
150.0,175.0,0.0,1859.88635254
170.0,139.0,0.0,4.21400022507
187.0,47.0,0.0,14.4869995117
85.0,14.0,0.0,317.941009521
153.0,259.0,0.0,1.51133334637
14.0,47.0,0.0,24.7700004578
74.0,35.0,0.0,2.01399993896
53.0,232.0,0.0,316.436004639
51.0,156.0,0.0,138.267990112
186.0,144.0,0.0,123.06199646
186.0,163.0,0.0,231.908004761
216.0,157.0,0.0,744.094787598
63.0,156.0,0.0,3590.36157227
166.0,79.0,0.0,77.033996582
94.0,266.0,0.0,58.1360168457
244.0,29.0,0.0,0.526666820049
12.0,284.0,0.0,660.609985352
95.0,202.0,0.0,0.526666820049
33.0,137.0,0.0,28.6700019836
47.0,189.0,0.0,254.468994141
9.0,284.0,0.0,127.571006775
94.0,198.0,0.0,2.22800040245
12.0,118.0,0.0,285.015075684
188.0,110.0,0.0,331.717254639
208.0,83.0,0.0,22.8659992218
186.0,250.0,0.0,21.2744998932
189.0,167.0,0.0,330.845001221
187.0,18.0,0.0,91.7099990845
243.0,261.0,0.0,47.0609970093
106.0,128.0,0.0,953.495788574
166.0,184.0,0.0,0.526666820049
203.0,274.0,0.0,114.771980286
61.0,153.0,0.0,1527.60986328
43.0,110.0,0.0,77.9749755859
153.0,104.0,0.0,9.13099956512
210.0,264.0,0.0,402.79800415
128.0,152.0,0.0,55.7890014648
169.0,297.0,0.0,0.526666820049
87.0,184.0,0.0,15.8710012436
146.0,255.0,0.0,15.1677494049
62.0,192.0,0.0,1766.10986328
68.0,286.0,0.0,2.41678571701
176.0,293.0,0.0,6.51333332062
21.0,239.0,0.0,15.1669998169
141.0,9.0,0.0,72.5970306396
56.0,177.0,0.0,2764.32348633
242.0,105.0,0.0,25.3339996338
248.0,172.0,0.0,1203.26989746
142.0,251.0,0.0,7.49000024796
222.0,162.0,0.0,464.458984375
109.0,35.0,0.0,270.983001709
207.0,234.0,0.0,420.530975342
251.0,3.0,0.0,1.4279999733
191.0,296.0,0.0,13.2450008392
195.0,153.0,0.0,32.4570007324
106.0,39.0,0.0,743.330993652
144.0,249.0,0.0,7.46300077438
97.0,293.0,0.0,144.912002563
184.0,203.0,0.0,1356.61901855
27.0,17.0,0.0,0.526666820049
216.0,201.0,0.0,523.148986816
130.0,203.0,0.0,102.064987183
7.0,231.0,0.0,0.526666820049
128.0,104.0,0.0,1.3230907917
202.0,31.0,0.0,44.1116676331
257.0,222.0,0.0,115.565994263
79.0,170.0,0.0,1398.17883301
173.0,219.0,0.0,22.2940006256
175.0,117.0,0.0,109.770996094
212.0,273.0,0.0,1014.95025635
48.0,274.0,0.0,597.130981445
155.0,163.0,0.0,513.87701416
5.0,103.0,0.0,248.540969849
218.0,296.0,0.0,0.526666820049
51.0,12.0,0.0,14.5300016403
195.0,189.0,0.0,5.10099983215
111.0,264.0,0.0,220.744003296
129.0,44.0,0.0,4.7732000351
77.0,239.0,0.0,0.526666820049
105.0,116.0,0.0,1006.199646
220.0,127.0,0.0,0.526666820049
151.0,289.0,0.0,51.0390014648
228.0,36.0,0.0,70.055015564
38.0,263.0,0.0,406.690002441
248.0,183.0,0.0,2219.48974609
82.0,89.0,0.0,157.664016724
11.0,26.0,0.0,0.526666820049
38.0,160.0,0.0,397.04598999
85.0,11.0,0.0,3.88039970398
217.0,5.0,0.0,994.87902832
3.0,167.0,0.0,521.221984863
228.0,149.0,0.0,784.579101563
91.0,124.0,0.0,1899.88085938
223.0,18.0,0.0,1232.10009766
177.0,98.0,0.0,924.802185059
171.0,171.0,0.0,128.494995117
235.0,151.0,0.0,0.526666820049
131.0,293.0,0.0,0.526666820049
58.0,149.0,0.0,1541.22998047
27.0,10.0,0.0,10.4829912186
19.0,153.0,0.0,86.3954925537
39.0,228.0,0.0,60.340007782
192.0,285.0,0.0,6.31199979782
259.0,224.0,0.0,32.1599998474
51.0,139.0,0.0,129.893997192
240.0,126.0,0.0,20.7230033875
105.0,7.0,0.0,65.809967041
31.0,232.0,0.0,92.1089782715
85.0,3.0,0.0,6.46600008011
58.0,159.0,0.0,284.696990967
48.0,282.0,0.0,902.86114502
68.0,256.0,0.0,0.526666820049
150.0,224.0,0.0,228.598999023
201.0,113.0,0.0,994.333984375
66.0,261.0,0.0,49.6020050049
247.0,74.0,0.0,119.875976563
194.0,72.0,0.0,27.6849994659
60.0,156.0,0.0,1922.87939453
13.0,252.0,0.0,20.813999176
184.0,17.0,0.0,856.878051758
131.0,59.0,0.0,32.7449951172
115.0,278.0,0.0,2.89266657829
102.0,141.0,0.0,593.702026367
156.0,93.0,0.0,70.6340103149
144.0,112.0,0.0,95.3379898071
89.0,230.0,0.0,0.526666820049
50.0,153.0,0.0,297.966033936
95.0,176.0,0.0,26.7629985809
90.0,90.0,0.0,1284.06970215
9.0,17.0,0.0,0.526666820049
66.0,7.0,0.0,0.526666820049
158.0,281.0,0.0,4.32499980927
229.0,43.0,0.0,42.861000061
47.0,79.0,0.0,135.231994629
28.0,117.0,0.0,5.13766670227
163.0,18.0,0.0,170.79901123
31.0,23.0,0.0,6.5659995079
53.0,226.0,0.0,1947.59912109
11.0,106.0,0.0,33.6959991455
76.0,50.0,0.0,240.669998169
182.0,103.0,0.0,334.562042236
31.0,195.0,0.0,53.108997345
242.0,195.0,0.0,483.00579834
123.0,68.0,0.0,475.825805664
105.0,163.0,0.0,28.5619983673
235.0,73.0,0.0,202.335998535
109.0,59.0,0.0,182.770019531
53.0,15.0,0.0,21.2030010223
124.0,134.0,0.0,56.9589996338
201.0,186.0,0.0,3.46099948883
57.0,205.0,0.0,1694.59973145
174.0,250.0,0.0,1441.49072266
218.0,186.0,0.0,5.73449993134
160.0,159.0,0.0,0.526666820049
240.0,164.0,0.0,32.1920013428
68.0,21.0,0.0,5.30600070953
26.0,233.0,0.0,1438.11010742
12.0,26.0,0.0,0.526666820049
130.0,155.0,0.0,7.79500055313
200.0,110.0,0.0,567.460021973
94.0,99.0,0.0,33.1990013123
96.0,37.0,0.0,138.402999878
63.0,212.0,0.0,125.234016418
33.0,245.0,0.0,834.778015137
114.0,285.0,0.0,1025.10998535
247.0,274.0,0.0,16.155002594
143.0,149.0,0.0,292.235992432
172.0,26.0,0.0,55.6099967957
231.0,146.0,0.0,597.052978516
93.0,269.0,0.0,39.8720016479
47.0,140.0,0.0,8.48699951172
58.0,216.0,0.0,2745.24291992
232.0,2.0,0.0,920.54498291
35.0,68.0,0.0,635.105957031
248.0,287.0,0.0,0.526666820049
52.0,112.0,0.0,510.987945557
209.0,231.0,0.0,255.545959473
20.0,295.0,0.0,0.526666820049
30.0,29.0,0.0,20.9419994354
14.0,168.0,0.0,45.9769973755
120.0,136.0,0.0,0.880249917507
85.0,34.0,0.0,0.526666820049
90.0,257.0,0.0,0.526666820049
188.0,22.0,0.0,2.88199925423
63.0,166.0,0.0,2224.35009766
246.0,123.0,0.0,0.526666820049
250.0,171.0,0.0,317.019012451
207.0,69.0,0.0,98.0279998779
253.0,238.0,0.0,2.48500013351
229.0,253.0,0.0,10.0750017166
115.0,214.0,0.0,45.8500022888
8.0,39.0,0.0,21.0409984589
96.0,125.0,0.0,1343.52050781
108.0,111.0,0.0,256.13104248
193.0,221.0,0.0,66.4490127563
223.0,229.0,0.0,367.050994873
154.0,182.0,0.0,16.4120025635
142.0,136.0,0.0,220.253753662
147.0,288.0,0.0,15.1149997711
12.0,196.0,0.0,107.200500488
66.0,223.0,0.0,0.526666820049
160.0,217.0,0.0,270.977081299
186.0,20.0,0.0,114.574996948
62.0,279.0,0.0,2.94900012016
9.0,225.0,0.0,72.841003418
149.0,72.0,0.0,409.768005371
189.0,149.0,0.0,183.707000732
157.0,85.0,0.0,1505.47998047
150.0,80.0,0.0,524.628051758
241.0,193.0,0.0,474.308959961
67.0,50.0,0.0,1.86899983883
7.0,281.0,0.0,44.857334137
25.0,174.0,0.0,56.1199951172
241.0,217.0,0.0,40.6160011292
177.0,122.0,0.0,1.20199990273
116.0,121.0,0.0,18.5429992676
159.0,177.0,0.0,956.757995605
119.0,165.0,0.0,21.6710014343
24.0,263.0,0.0,42.391998291
166.0,266.0,0.0,238.276031494
77.0,244.0,0.0,0.526666820049
29.0,50.0,0.0,10.3916664124
257.0,293.0,0.0,9.62150001526
85.0,67.0,0.0,1759.91967773
86.0,34.0,0.0,0.526666820049
130.0,269.0,0.0,186.214019775
116.0,232.0,0.0,338.101959229
131.0,154.0,0.0,148.16998291
159.0,296.0,0.0,0.526666820049
256.0,288.0,0.0,7.64266681671
201.0,95.0,0.0,573.224975586
188.0,11.0,0.0,16.8969993591
130.0,51.0,0.0,16.7539997101
138.0,219.0,0.0,445.736999512
72.0,223.0,0.0,0.526666820049
66.0,134.0,0.0,371.561004639
103.0,75.0,0.0,60.8320007324
183.0,217.0,0.0,636.534057617
127.0,66.0,0.0,180.62298584
234.0,111.0,0.0,67.5910110474
80.0,222.0,0.0,0.526666820049
99.0,221.0,0.0,30.9130001068
240.0,104.0,0.0,18.5049991608
59.0,283.0,0.0,677.008972168
166.0,223.0,0.0,547.402893066
201.0,107.0,0.0,214.234985352
134.0,64.0,0.0,305.957000732
200.0,133.0,0.0,26.1450004578
52.0,100.0,0.0,2.22249984741
32.0,137.0,0.0,28.0520019531
25.0,182.0,0.0,62.7569961548
137.0,267.0,0.0,77.5710067749
126.0,175.0,0.0,0.526666820049
42.0,260.0,0.0,236.097915649
238.0,60.0,0.0,80.3519973755
141.0,95.0,0.0,54.1100006104
258.0,297.0,0.0,15.4609994888
147.0,99.0,0.0,11.7819986343
12.0,157.0,0.0,2.54299974442
231.0,214.0,0.0,11.3169994354
69.0,54.0,0.0,9.12779998779
246.0,146.0,0.0,0.800999879837
94.0,211.0,0.0,0.526666820049
102.0,82.0,0.0,971.569030762
177.0,84.0,0.0,412.396972656
238.0,234.0,0.0,72.4640426636
191.0,239.0,0.0,4.45200014114
63.0,189.0,0.0,401.04095459
225.0,166.0,0.0,0.526666820049
157.0,91.0,0.0,1070.95007324
172.0,48.0,0.0,128.035995483
197.0,81.0,0.0,99.7500152588
128.0,201.0,0.0,10.3989992142
256.0,286.0,0.0,8.54599952698
157.0,259.0,0.0,42.6049957275
59.0,297.0,0.0,0.526666820049
37.0,137.0,0.0,26.5789966583
234.0,110.0,0.0,136.430984497
45.0,261.0,0.0,711.284179688
48.0,237.0,0.0,583.932006836
1.0,250.0,0.0,0.725500047207
165.0,57.0,0.0,0.526666820049
51.0,123.0,0.0,59.9944992065
230.0,91.0,0.0,31.422000885
120.0,272.0,0.0,0.526666820049
172.0,176.0,0.0,19.3959999084
100.0,97.0,0.0,2220.84057617
11.0,297.0,0.0,15.0950012207
110.0,132.0,0.0,1118.40991211
67.0,234.0,0.0,0.526666820049
10.0,170.0,0.0,591.962036133
11.0,113.0,0.0,0.526666820049
132.0,27.0,0.0,4.4219994545
97.0,111.0,0.0,567.666992188
63.0,59.0,0.0,3.77744460106
91.0,89.0,0.0,1421.17993164
185.0,283.0,0.0,12.8045005798
232.0,173.0,0.0,0.526666820049
232.0,294.0,0.0,7.26699781418
69.0,127.0,0.0,252.12600708
249.0,114.0,0.0,0.526666820049
200.0,134.0,0.0,26.669002533
141.0,68.0,0.0,87.4969940186
168.0,23.0,0.0,18.5669994354
156.0,247.0,0.0,23.813999176
179.0,76.0,0.0,0.526666820049
14.0,136.0,0.0,7.92599916458
194.0,236.0,0.0,950.72088623
11.0,176.0,0.0,177.425033569
154.0,54.0,0.0,472.476959229
180.0,84.0,0.0,1467.97998047
250.0,270.0,0.0,155.294494629
112.0,178.0,0.0,2.81866669655
25.0,260.0,0.0,55.8530006409
218.0,280.0,0.0,5.50920009613
63.0,190.0,0.0,1257.58947754
180.0,51.0,0.0,7.12350034714
115.0,231.0,0.0,140.227050781
136.0,92.0,0.0,1169.26953125
119.0,35.0,0.0,12.4709997177
88.0,285.0,0.0,25.8280029297
218.0,70.0,0.0,12.8789987564
232.0,55.0,0.0,1.24450004101
157.0,51.0,0.0,124.611030579
249.0,26.0,0.0,147.869995117
109.0,230.0,0.0,510.349884033
133.0,232.0,0.0,52.408996582
203.0,115.0,0.0,87.5059890747
2.0,134.0,0.0,63.3090057373
120.0,131.0,0.0,0.526666820049
73.0,38.0,0.0,15.3170003891
144.0,130.0,0.0,69.25
163.0,51.0,0.0,0.526666820049
163.0,9.0,0.0,116.841964722
141.0,47.0,0.0,466.746002197
161.0,36.0,0.0,53.9795036316
208.0,7.0,0.0,5.19950008392
52.0,118.0,0.0,61.3959960938
97.0,39.0,0.0,1.65072727203
11.0,145.0,0.0,138.451019287
59.0,115.0,0.0,49.955997467
10.0,183.0,0.0,1445.46936035
232.0,32.0,0.0,64.65599823
34.0,280.0,0.0,637.145019531
217.0,189.0,0.0,20.9249973297
46.0,112.0,0.0,234.777999878
62.0,49.0,0.0,0.526666820049
57.0,100.0,0.0,69.822013855
94.0,227.0,0.0,51.3680000305
231.0,172.0,0.0,0.526666820049
93.0,2.0,0.0,111.323020935
229.0,273.0,0.0,8.87250137329
8.0,44.0,0.0,160.380981445
14.0,259.0,0.0,7.6360001564
107.0,181.0,0.0,19.0599994659
241.0,149.0,0.0,5.12942838669
26.0,283.0,0.0,38.1659927368
207.0,198.0,0.0,32.3549995422
48.0,104.0,0.0,67.2493286133
220.0,188.0,0.0,21.3479957581
242.0,58.0,0.0,113.206001282
193.0,144.0,0.0,155.600006104
172.0,199.0,0.0,28.1899986267
137.0,35.0,0.0,0.526666820049
109.0,214.0,0.0,49.6699981689
35.0,262.0,0.0,278.550048828
165.0,65.0,0.0,45.0000038147
196.0,159.0,0.0,679.039001465
182.0,208.0,0.0,762.262023926
75.0,168.0,0.0,1089.57995605
80.0,30.0,0.0,9.52499866486
209.0,78.0,0.0,20.6595001221
150.0,49.0,0.0,503.420013428
58.0,155.0,0.0,1576.93017578
190.0,95.0,0.0,1006.51000977
65.0,236.0,0.0,0.526666820049
29.0,283.0,0.0,170.74697876
232.0,229.0,0.0,531.826049805
216.0,222.0,0.0,382.411987305
192.0,91.0,0.0,342.839080811
161.0,298.0,0.0,0.526666820049
35.0,47.0,0.0,336.128997803
43.0,188.0,0.0,344.859924316
113.0,282.0,0.0,2.52840018272
35.0,130.0,0.0,19.2559986115
97.0,154.0,0.0,31.2860107422
115.0,144.0,0.0,15.9069986343
229.0,191.0,0.0,37.8930015564
207.0,284.0,0.0,6.09100008011
108.0,69.0,0.0,283.118011475
10.0,264.0,0.0,45.8249931335
76.0,155.0,0.0,671.575012207
58.0,10.0,0.0,48.6990013123
1.0,216.0,0.0,325.009002686
144.0,8.0,0.0,187.463989258
244.0,162.0,0.0,50.2769966125
19.0,56.0,0.0,10.5480003357
12.0,1.0,0.0,0.526666820049
123.0,292.0,0.0,492.148040771
86.0,200.0,0.0,0.526666820049
18.0,64.0,0.0,11.263999939
30.0,251.0,0.0,45.7290000916
60.0,278.0,0.0,125.824981689
44.0,26.0,0.0,19.7639980316
254.0,124.0,0.0,38.8460044861
246.0,217.0,0.0,0.526666820049
31.0,160.0,0.0,1248.04064941
31.0,170.0,0.0,129.076004028
232.0,170.0,0.0,0.526666820049
153.0,288.0,0.0,217.322967529
202.0,206.0,0.0,145.628005981
172.0,90.0,0.0,809.658996582
208.0,249.0,0.0,199.677001953
235.0,254.0,0.0,15.0010004044
161.0,276.0,0.0,166.7159729
237.0,80.0,0.0,8.36099910736
60.0,25.0,0.0,66.7380447388
89.0,11.0,0.0,0.962999165058
252.0,63.0,0.0,50.8619995117
9.0,217.0,0.0,0.526666820049
227.0,255.0,0.0,18.9599990845
235.0,181.0,0.0,22.7015991211
102.0,245.0,0.0,456.833068848
226.0,12.0,0.0,185.375
19.0,172.0,0.0,6.34975004196
234.0,237.0,0.0,663.341003418
182.0,198.0,0.0,98.1240081787
187.0,127.0,0.0,1.2159999609
240.0,105.0,0.0,21.2319984436
61.0,73.0,0.0,0.526666820049
123.0,174.0,0.0,0.526666820049
19.0,113.0,0.0,84.4590072632
13.0,112.0,0.0,0.526666820049
13.0,163.0,0.0,49.6669998169
197.0,113.0,0.0,971.862060547
173.0,213.0,0.0,500.139923096
90.0,110.0,0.0,1972.90979004
93.0,88.0,0.0,1043.2208252
90.0,290.0,0.0,39.9539985657
67.0,277.0,0.0,0.526666820049
108.0,235.0,0.0,335.053039551
257.0,61.0,0.0,0.703800082207
118.0,176.0,0.0,0.526666820049
30.0,271.0,0.0,595.005981445
131.0,291.0,0.0,48.2410011292
170.0,166.0,0.0,10.7720012665
234.0,108.0,0.0,153.577056885
82.0,203.0,0.0,0.526666820049
133.0,153.0,0.0,721.645080566
229.0,295.0,0.0,4.94000053406
27.0,61.0,0.0,292.851013184
148.0,153.0,0.0,83.0039978027
69.0,228.0,0.0,0.526666820049
255.0,170.0,0.0,572.925964355
76.0,0.0,0.0,195.065948486
47.0,260.0,0.0,537.416992188
238.0,169.0,0.0,0.526666820049
135.0,276.0,0.0,70.5149688721
169.0,237.0,0.0,1.62755548954
133.0,157.0,0.0,142.712036133
58.0,191.0,0.0,4060.69897461
39.0,109.0,0.0,157.949005127
247.0,214.0,0.0,165.130996704
40.0,65.0,0.0,49.3540000916
45.0,91.0,0.0,99.2220077515
258.0,118.0,0.0,151.615997314
246.0,214.0,0.0,140.824020386
115.0,131.0,0.0,520.690063477
188.0,164.0,0.0,193.043991089
38.0,46.0,0.0,16.2714996338
87.0,185.0,0.0,17.5909996033
175.0,245.0,0.0,687.999084473
112.0,208.0,0.0,23.4930019379
98.0,168.0,0.0,29.361000061
46.0,106.0,0.0,63.073009491
82.0,79.0,0.0,324.616973877
171.0,269.0,0.0,88.3779907227
210.0,254.0,0.0,393.156036377
10.0,189.0,0.0,0.526666820049
196.0,173.0,0.0,270.530090332
132.0,183.0,0.0,0.526666820049
17.0,13.0,0.0,0.526666820049
186.0,283.0,0.0,11.5800008774
251.0,293.0,0.0,15.5629997253
184.0,243.0,0.0,1694.45019531
32.0,199.0,0.0,97.7919998169
26.0,95.0,0.0,13.4883337021
143.0,36.0,0.0,42.7659988403
119.0,112.0,0.0,17.2359981537
257.0,246.0,0.0,0.526666820049
181.0,140.0,0.0,2.69140005112
24.0,84.0,0.0,456.674987793
124.0,254.0,0.0,5.62433338165
205.0,85.0,0.0,350.821044922
9.0,168.0,0.0,912.028930664
90.0,73.0,0.0,742.086914063
123.0,109.0,0.0,1.17100000381
215.0,71.0,0.0,962.810180664
59.0,128.0,0.0,3.00733304024
19.0,111.0,0.0,2.15966653824
72.0,166.0,0.0,501.90612793
51.0,119.0,0.0,2.70800018311
182.0,63.0,0.0,0.526666820049
110.0,191.0,0.0,0.748600065708
11.0,70.0,0.0,37.0680007935
185.0,168.0,0.0,96.8110122681
238.0,78.0,0.0,15.2419996262
149.0,29.0,0.0,534.322998047
86.0,68.0,0.0,1599.99951172
26.0,243.0,0.0,66.1430053711
170.0,159.0,0.0,18.8530006409
25.0,273.0,0.0,48.671333313
30.0,158.0,0.0,1762.56005859
192.0,109.0,0.0,22.204000473
81.0,0.0,0.0,8.39249992371
259.0,158.0,0.0,184.634994507
229.0,171.0,0.0,0.526666820049
66.0,247.0,0.0,0.526666820049
201.0,266.0,0.0,47.5379981995
240.0,35.0,0.0,849.846923828
159.0,11.0,0.0,57.4430084229
232.0,75.0,0.0,117.325012207
193.0,242.0,0.0,0.526666820049
126.0,207.0,0.0,34.2085037231
204.0,198.0,0.0,36.547996521
179.0,32.0,0.0,73.3640060425
233.0,19.0,0.0,549.381164551
188.0,123.0,0.0,0.526666820049
182.0,136.0,0.0,4.01499986649
132.0,11.0,0.0,138.231018066
180.0,270.0,0.0,17.6289997101
164.0,254.0,0.0,39.5870056152
119.0,21.0,0.0,2.85599994659
7.0,118.0,0.0,60.3139915466
39.0,208.0,0.0,604.388000488
90.0,33.0,0.0,1.16425001621
122.0,159.0,0.0,18.6270008087
250.0,264.0,0.0,104.821968079
172.0,28.0,0.0,19.952003479
180.0,177.0,0.0,51.3160018921
141.0,262.0,0.0,0.526666820049
113.0,148.0,0.0,89.6669769287
59.0,157.0,0.0,559.083007813
212.0,2.0,0.0,149.852005005
175.0,21.0,0.0,435.205963135
110.0,170.0,0.0,18.3980007172
250.0,175.0,0.0,166.008026123
146.0,114.0,0.0,96.9595031738
170.0,270.0,0.0,503.29296875
64.0,25.0,0.0,1.34700000286
12.0,116.0,0.0,80.4049682617
219.0,287.0,0.0,0.526666820049
140.0,116.0,0.0,22.969997406
32.0,103.0,0.0,637.062988281
6.0,239.0,0.0,0.526666820049
240.0,143.0,0.0,7.64599943161
21.0,34.0,0.0,21.970199585
257.0,81.0,0.0,23.6760025024
256.0,225.0,0.0,102.749069214
45.0,186.0,0.0,44.8009986877
138.0,280.0,0.0,188.162033081
86.0,16.0,0.0,5.31449985504
70.0,142.0,0.0,96.3629684448
196.0,122.0,0.0,0.526666820049
156.0,258.0,0.0,65.8685073853
142.0,88.0,0.0,78.881980896
109.0,125.0,0.0,2102.12011719
29.0,2.0,0.0,0.526666820049
137.0,177.0,0.0,2.68149971962
111.0,60.0,0.0,418.57913208
196.0,94.0,0.0,763.019958496
52.0,63.0,0.0,321.760009766
232.0,16.0,0.0,548.891113281
187.0,17.0,0.0,61.2780036926
98.0,84.0,0.0,5.55474996567
63.0,26.0,0.0,1.34700000286
87.0,30.0,0.0,52.2249984741
123.0,285.0,0.0,111.565948486
96.0,189.0,0.0,0.526666820049
65.0,119.0,0.0,318.223937988
178.0,50.0,0.0,5.65800046921
110.0,96.0,0.0,0.526666820049
110.0,298.0,0.0,38.3930015564
133.0,169.0,0.0,500.761993408
63.0,206.0,0.0,669.405151367
114.0,126.0,0.0,96.9570007324
125.0,260.0,0.0,0.526666820049
17.0,238.0,0.0,2.50166678429
174.0,90.0,0.0,1421.81958008
26.0,252.0,0.0,174.16104126
106.0,119.0,0.0,23.7310028076
127.0,88.0,0.0,40.422000885
124.0,16.0,0.0,218.500991821
252.0,280.0,0.0,7.76599836349
158.0,115.0,0.0,5.94849967957
234.0,89.0,0.0,0.526666820049
190.0,116.0,0.0,1.35624992847
94.0,265.0,0.0,54.0390014648
64.0,8.0,0.0,0.526666820049
222.0,122.0,0.0,1.96074998379
4.0,239.0,0.0,0.526666820049
248.0,282.0,0.0,2.7399995327
163.0,196.0,0.0,1260.72998047
170.0,95.0,0.0,132.481994629
122.0,204.0,0.0,7.52833271027
181.0,58.0,0.0,0.526666820049
180.0,62.0,0.0,0.526666820049
79.0,118.0,0.0,35.216999054
96.0,205.0,0.0,0.526666820049
